"trainer/global_step","cn-lr0001 - _step","cn-lr0001 - _step__MIN","cn-lr0001 - _step__MAX","cn-lr0001 - val_loss","cn-lr0001 - val_loss__MIN","cn-lr0001 - val_loss__MAX","cn-lr0005 - _step","cn-lr0005 - _step__MIN","cn-lr0005 - _step__MAX","cn-lr0005 - val_loss","cn-lr0005 - val_loss__MIN","cn-lr0005 - val_loss__MAX","cn-lr001 - _step","cn-lr001 - _step__MIN","cn-lr001 - _step__MAX","cn-lr001 - val_loss","cn-lr001 - val_loss__MIN","cn-lr001 - val_loss__MAX","linear-lr0001 - _step","linear-lr0001 - _step__MIN","linear-lr0001 - _step__MAX","linear-lr0001 - val_loss","linear-lr0001 - val_loss__MIN","linear-lr0001 - val_loss__MAX","linear-lr0005 - _step","linear-lr0005 - _step__MIN","linear-lr0005 - _step__MAX","linear-lr0005 - val_loss","linear-lr0005 - val_loss__MIN","linear-lr0005 - val_loss__MAX","conv-lr0001 - _step","conv-lr0001 - _step__MIN","conv-lr0001 - _step__MAX","conv-lr0001 - val_loss","conv-lr0001 - val_loss__MIN","conv-lr0001 - val_loss__MAX","conv-lr0005 - _step","conv-lr0005 - _step__MIN","conv-lr0005 - _step__MAX","conv-lr0005 - val_loss","conv-lr0005 - val_loss__MIN","conv-lr0005 - val_loss__MAX","conv-lr001 - _step","conv-lr001 - _step__MIN","conv-lr001 - _step__MAX","conv-lr001 - val_loss","conv-lr001 - val_loss__MIN","conv-lr001 - val_loss__MAX","linear-lr001 - _step","linear-lr001 - _step__MIN","linear-lr001 - _step__MAX","linear-lr001 - val_loss","linear-lr001 - val_loss__MIN","linear-lr001 - val_loss__MAX"
"14472","618","618","618","0.13352450728416443","0.13352450728416443","0.13352450728416443","618","618","618","0.12661701440811157","0.12661701440811157","0.12661701440811157","618","618","618","0.12550340592861176","0.12550340592861176","0.12550340592861176","618","618","618","0.12489365041255951","0.12489365041255951","0.12489365041255951","618","618","618","0.12099139392375946","0.12099139392375946","0.12099139392375946","618","618","618","0.12951040267944336","0.12951040267944336","0.12951040267944336","618","618","618","0.12292947620153427","0.12292947620153427","0.12292947620153427","618","618","618","0.1217922493815422","0.1217922493815422","0.1217922493815422","618","618","618","0.11938931792974472","0.11938931792974472","0.11938931792974472"
"14825","634","634","634","0.13335897028446198","0.13335897028446198","0.13335897028446198","634","634","634","0.12664653360843658","0.12664653360843658","0.12664653360843658","634","634","634","0.12528075277805328","0.12528075277805328","0.12528075277805328","634","634","634","0.12474154680967331","0.12474154680967331","0.12474154680967331","634","634","634","0.12103789299726486","0.12103789299726486","0.12103789299726486","634","634","634","0.12942266464233398","0.12942266464233398","0.12942266464233398","634","634","634","0.12283971160650253","0.12283971160650253","0.12283971160650253","634","634","634","0.12173154950141907","0.12173154950141907","0.12173154950141907","634","634","634","0.11918807029724121","0.11918807029724121","0.11918807029724121"
"15178","649","649","649","0.13324251770973206","0.13324251770973206","0.13324251770973206","649","649","649","0.12646540999412537","0.12646540999412537","0.12646540999412537","649","649","649","0.12524160742759705","0.12524160742759705","0.12524160742759705","649","649","649","0.12463362514972687","0.12463362514972687","0.12463362514972687","649","649","649","0.12106147408485413","0.12106147408485413","0.12106147408485413","649","649","649","0.12933139503002167","0.12933139503002167","0.12933139503002167","649","649","649","0.1227891743183136","0.1227891743183136","0.1227891743183136","649","649","649","0.12172802537679672","0.12172802537679672","0.12172802537679672","649","649","649","0.11944924294948578","0.11944924294948578","0.11944924294948578"
"15531","664","664","664","0.1330236792564392","0.1330236792564392","0.1330236792564392","664","664","664","0.12644705176353455","0.12644705176353455","0.12644705176353455","664","664","664","0.12514062225818634","0.12514062225818634","0.12514062225818634","664","664","664","0.12450713664293289","0.12450713664293289","0.12450713664293289","664","664","664","0.12092479318380356","0.12092479318380356","0.12092479318380356","664","664","664","0.129244863986969","0.129244863986969","0.129244863986969","664","664","664","0.12270953506231308","0.12270953506231308","0.12270953506231308","664","664","664","0.1217607706785202","0.1217607706785202","0.1217607706785202","664","664","664","0.11910303682088852","0.11910303682088852","0.11910303682088852"
"15884","679","679","679","0.1329181045293808","0.1329181045293808","0.1329181045293808","679","679","679","0.12638133764266968","0.12638133764266968","0.12638133764266968","679","679","679","0.12506891787052155","0.12506891787052155","0.12506891787052155","679","679","679","0.12438007444143295","0.12438007444143295","0.12438007444143295","679","679","679","0.12075410783290863","0.12075410783290863","0.12075410783290863","679","679","679","0.12912510335445404","0.12912510335445404","0.12912510335445404","679","679","679","0.12261413037776947","0.12261413037776947","0.12261413037776947","679","679","679","0.1217213124036789","0.1217213124036789","0.1217213124036789","679","679","679","0.11894533038139343","0.11894533038139343","0.11894533038139343"
"16237","694","694","694","0.132743239402771","0.132743239402771","0.132743239402771","694","694","694","0.12633578479290009","0.12633578479290009","0.12633578479290009","694","694","694","0.1252293437719345","0.1252293437719345","0.1252293437719345","694","694","694","0.12429610639810562","0.12429610639810562","0.12429610639810562","694","694","694","0.12070275098085403","0.12070275098085403","0.12070275098085403","694","694","694","0.12902911007404327","0.12902911007404327","0.12902911007404327","694","694","694","0.12261734902858734","0.12261734902858734","0.12261734902858734","694","694","694","0.12155276536941528","0.12155276536941528","0.12155276536941528","694","694","694","0.11904263496398926","0.11904263496398926","0.11904263496398926"
"16590","709","709","709","0.13261432945728302","0.13261432945728302","0.13261432945728302","709","709","709","0.12628641724586487","0.12628641724586487","0.12628641724586487","709","709","709","0.12507516145706177","0.12507516145706177","0.12507516145706177","709","709","709","0.1242232695221901","0.1242232695221901","0.1242232695221901","709","709","709","0.12059862911701202","0.12059862911701202","0.12059862911701202","709","709","709","0.12894058227539062","0.12894058227539062","0.12894058227539062","709","709","709","0.12255319952964783","0.12255319952964783","0.12255319952964783","709","709","709","0.12153386324644089","0.12153386324644089","0.12153386324644089","709","709","709","0.11889989674091339","0.11889989674091339","0.11889989674091339"
"16943","724","724","724","0.1324656754732132","0.1324656754732132","0.1324656754732132","724","724","724","0.12622100114822388","0.12622100114822388","0.12622100114822388","724","724","724","0.12542320787906647","0.12542320787906647","0.12542320787906647","724","724","724","0.12411220371723175","0.12411220371723175","0.12411220371723175","724","724","724","0.12056691199541092","0.12056691199541092","0.12056691199541092","724","724","724","0.12880472838878632","0.12880472838878632","0.12880472838878632","724","724","724","0.12255082279443741","0.12255082279443741","0.12255082279443741","724","724","724","0.12171865999698639","0.12171865999698639","0.12171865999698639","724","724","724","0.11879238486289978","0.11879238486289978","0.11879238486289978"
"17296","739","739","739","0.13233858346939087","0.13233858346939087","0.13233858346939087","739","739","739","0.1261349320411682","0.1261349320411682","0.1261349320411682","739","739","739","0.1250694990158081","0.1250694990158081","0.1250694990158081","739","739","739","0.12403485924005508","0.12403485924005508","0.12403485924005508","739","739","739","0.12047794461250305","0.12047794461250305","0.12047794461250305","739","739","739","0.1287449300289154","0.1287449300289154","0.1287449300289154","739","739","739","0.12249346077442169","0.12249346077442169","0.12249346077442169","739","739","739","0.12144467234611511","0.12144467234611511","0.12144467234611511","739","739","739","0.11876832693815231","0.11876832693815231","0.11876832693815231"
"17649","755","755","755","0.13220249116420746","0.13220249116420746","0.13220249116420746","755","755","755","0.1261536031961441","0.1261536031961441","0.1261536031961441","755","755","755","0.12493286281824112","0.12493286281824112","0.12493286281824112","755","755","755","0.123958520591259","0.123958520591259","0.123958520591259","755","755","755","0.12038052827119827","0.12038052827119827","0.12038052827119827","755","755","755","0.12866637110710144","0.12866637110710144","0.12866637110710144","755","755","755","0.1224551796913147","0.1224551796913147","0.1224551796913147","755","755","755","0.12140209227800369","0.12140209227800369","0.12140209227800369","755","755","755","0.11865047365427017","0.11865047365427017","0.11865047365427017"
